id,pred,gt,correct,invalid,elapsed
FB_BM_000,1737.0,,False,False,6.320918321609497
FB_BM_001,1.0,,False,False,6.438088417053223
FB_BM_002,3034.0,,False,False,5.376652717590332
FB_BM_003,1.0,,False,False,8.652217388153076
FB_BM_004,1.0,,False,False,4.724779844284058
FB_BM_005,1823.0,,False,False,4.914051055908203
FB_BM_006,1.0,,False,False,8.999531507492065
FB_BM_007,853.0,,False,False,7.328101634979248
FB_BM_008,1381.0,,False,False,13.230457544326782
FB_BM_009,8.0,,False,False,6.704548120498657
FB_BM_010,1.0,,False,False,14.862245321273804
FB_BM_011,3772.0,,False,False,11.613566637039185
FB_BM_012,238.0,,False,False,7.118458032608032
FB_BM_013,1.0,,False,False,4.091224431991577
FB_BM_014,1.0,,False,False,10.420052528381348
FB_BM_015,1.0,,False,False,4.896466493606567
FB_BM_016,3418.0,,False,False,16.981333255767822
FB_BM_017,1.0,,False,False,11.92556118965149
FB_BM_018,1.0,,False,False,7.858372688293457
FB_BM_019,1.0,,False,False,9.636142253875732
FB_BM_020,3960.0,,False,False,18.20101022720337
FB_BM_021,1.0,,False,False,11.560282707214355
FB_BM_022,1.0,,False,False,6.068127870559692
FB_BM_023,1.0,,False,False,13.100238800048828
FB_BM_024,2575.0,,False,False,11.615135192871094
FB_BM_025,56.0,,False,False,6.127461671829224
FB_BM_026,1.0,,False,False,27.526519775390625
FB_BM_027,1.0,,False,False,8.244199752807617
FB_BM_028,1.0,,False,False,15.7521390914917
FB_BM_029,506.0,,False,False,7.304529190063477
FB_BM_030,639.0,,False,False,11.364500522613525
FB_BM_031,12.0,,False,False,14.459805965423584
FB_BM_032,2.0,,False,False,12.44170594215393
FB_BM_033,1.0,,False,False,21.057384490966797
FB_BM_034,2702.0,,False,False,5.10871696472168
FB_BM_035,,,True,True,8.230821371078491
FB_BM_036,2398.0,,False,False,12.28220272064209
FB_BM_037,1.0,,False,False,10.192561626434326
FB_BM_038,1584.0,,False,False,3.956294059753418
FB_BM_039,1.0,,False,False,14.656352758407593
FB_BM_040,651.0,,False,False,18.066190242767334
FB_BM_041,2575.0,,False,False,5.041724681854248
FB_BM_042,25.0,,False,False,15.34812879562378
FB_BM_043,1.0,,False,False,23.93143653869629
FB_BM_044,1.0,,False,False,11.72507929801941
FB_BM_045,3011.0,,False,False,14.889001369476318
FB_BM_046,563.0,,False,False,4.334333658218384
FB_BM_047,1.0,,False,False,15.898696422576904
FB_BM_048,1.0,,False,False,11.286077499389648
FB_BM_049,2945.0,,False,False,12.315912961959839
