id,pred,gt,correct,invalid,elapsed
FB_BM_000,1,,False,False,10.496069192886353
FB_BM_001,3608,,False,False,6.327924728393555
FB_BM_002,1,,False,False,3.723238706588745
FB_BM_003,1,,False,False,7.100572347640991
FB_BM_004,3187,,False,False,9.979354858398438
FB_BM_005,9,,False,False,10.683226823806763
FB_BM_006,1,,False,False,14.473233461380005
FB_BM_007,1,,False,False,19.325251579284668
FB_BM_008,1135,,False,False,20.554036140441895
FB_BM_009,1828,,False,False,4.669418096542358
FB_BM_010,2988,,False,False,4.583311557769775
FB_BM_011,3772,,False,False,20.286315202713013
FB_BM_012,238,,False,False,6.489192724227905
FB_BM_013,1,,False,False,20.61808490753174
FB_BM_014,1790,,False,False,7.673168659210205
FB_BM_015,148,,False,False,2.617236614227295
FB_BM_016,1,,False,False,4.495259761810303
FB_BM_017,276,,False,False,4.89338493347168
FB_BM_018,1,,False,False,21.536227464675903
FB_BM_019,1348,,False,False,7.344641923904419
FB_BM_020,3593,,False,False,33.626461029052734
FB_BM_021,2026,,False,False,8.95731806755066
FB_BM_022,1371,,False,False,8.951106071472168
FB_BM_023,1,,False,False,20.053219079971313
FB_BM_024,1,,False,False,24.591480255126953
FB_BM_025,127,,False,False,20.478952407836914
FB_BM_026,0,,False,False,18.49722671508789
FB_BM_027,0,,False,False,6.4401726722717285
FB_BM_028,3021,,False,False,8.045477867126465
FB_BM_029,506,,False,False,3.555316925048828
FB_BM_030,919,,False,False,5.602656126022339
FB_BM_031,236,,False,False,4.550097465515137
FB_BM_032,1,,False,False,13.674904823303223
FB_BM_033,1217,,False,False,5.562387704849243
FB_BM_034,1,,False,False,10.043299198150635
FB_BM_035,1322,,False,False,5.437189340591431
FB_BM_036,2398,,False,False,11.486640691757202
FB_BM_037,10,,False,False,5.696388244628906
FB_BM_038,1584,,False,False,4.956169366836548
FB_BM_039,1,,False,False,21.647242784500122
FB_BM_040,651,,False,False,10.15246033668518
FB_BM_041,1,,False,False,9.439223051071167
FB_BM_042,2165,,False,False,8.77736210823059
FB_BM_043,10,,False,False,2.9514195919036865
FB_BM_044,1,,False,False,19.130277633666992
FB_BM_045,3011,,False,False,4.249664068222046
FB_BM_046,461,,False,False,2.54742693901062
FB_BM_047,1972,,False,False,5.491464853286743
FB_BM_048,0,,False,False,19.86084270477295
FB_BM_049,2945,,False,False,3.5503313541412354
