id,pred,gt,correct,invalid,elapsed
FB_SP_000,7,4,False,False,2.6116888523101807
FB_SP_001,2,1,False,False,2.464108943939209
FB_SP_002,1,2,False,False,2.609753131866455
FB_SP_003,3,1,False,False,2.6745541095733643
FB_SP_004,2,1,False,False,2.5717101097106934
FB_SP_005,7,2,False,False,2.6977968215942383
FB_SP_006,2,1,False,False,2.393371105194092
FB_SP_007,2,1,False,False,2.4232308864593506
FB_SP_008,8,2,False,False,2.7321419715881348
FB_SP_009,7,2,False,False,2.520329713821411
FB_SP_010,2,1,False,False,2.4213340282440186
FB_SP_011,6,2,False,False,2.571685552597046
FB_SP_012,8,2,False,False,2.620758533477783
FB_SP_013,4,2,False,False,2.4884989261627197
FB_SP_014,3,1,False,False,2.5051679611206055
FB_SP_015,8,3,False,False,2.695758581161499
FB_SP_016,0,1,False,False,2.5505635738372803
FB_SP_017,4,1,False,False,2.4577598571777344
FB_SP_018,5,2,False,False,2.438754081726074
FB_SP_019,5,1,False,False,2.5103135108947754
FB_SP_020,4,1,False,False,2.474403142929077
FB_SP_021,2,1,False,False,2.4722743034362793
FB_SP_022,5,1,False,False,2.657280206680298
FB_SP_023,5,2,False,False,2.5382940769195557
FB_SP_024,3,1,False,False,2.6023333072662354
FB_SP_025,6,1,False,False,2.545332908630371
FB_SP_026,5,2,False,False,2.6758439540863037
FB_SP_027,4,3,False,False,2.4949686527252197
FB_SP_028,4,5,False,False,2.6196136474609375
FB_SP_029,7,2,False,False,2.5819602012634277
FB_SP_030,7,1,False,False,2.664731979370117
FB_SP_031,4,2,False,False,2.630967378616333
FB_SP_032,7,3,False,False,2.6136109828948975
FB_SP_033,7,1,False,False,2.5825538635253906
FB_SP_034,4,2,False,False,2.5616283416748047
FB_SP_035,4,1,False,False,2.550917387008667
FB_SP_036,0,1,False,False,2.447774648666382
FB_SP_037,5,3,False,False,2.5675814151763916
FB_SP_038,2,2,True,False,2.507155418395996
FB_SP_039,1,1,True,False,2.4633724689483643
FB_SP_040,6,1,False,False,2.618758201599121
FB_SP_041,8,2,False,False,2.6227951049804688
FB_SP_042,2,1,False,False,2.5792133808135986
FB_SP_043,6,3,False,False,2.558138847351074
FB_SP_044,4,2,False,False,2.637554407119751
FB_SP_045,4,4,True,False,2.5361032485961914
FB_SP_046,2,1,False,False,2.506530523300171
FB_SP_047,4,1,False,False,2.5082802772521973
FB_SP_048,3,2,False,False,2.6217007637023926
FB_SP_049,4,1,False,False,2.4547786712646484
