id,pred,gt,correct,invalid,elapsed
FB_SP_000,,4,False,True,130.96825623512268
FB_SP_001,,1,False,True,129.93635964393616
FB_SP_002,,2,False,True,149.19668221473694
FB_SP_003,,1,False,True,130.23082661628723
FB_SP_004,,1,False,True,149.90509557724
FB_SP_005,,2,False,True,129.07296323776245
FB_SP_006,,1,False,True,168.36559963226318
FB_SP_007,,1,False,True,130.12677788734436
FB_SP_008,,2,False,True,149.07090401649475
FB_SP_009,,2,False,True,128.88912153244019
FB_SP_010,,1,False,True,130.22437047958374
FB_SP_011,,2,False,True,168.34116125106812
FB_SP_012,,2,False,True,110.55329155921936
FB_SP_013,,2,False,True,149.4292917251587
FB_SP_014,,1,False,True,129.82064247131348
FB_SP_015,,3,False,True,130.12261962890625
FB_SP_016,,1,False,True,110.65893197059631
FB_SP_017,,1,False,True,132.02157592773438
FB_SP_018,,2,False,True,148.7658302783966
FB_SP_019,,1,False,True,129.73285841941833
FB_SP_020,,1,False,True,151.1577286720276
FB_SP_021,,1,False,True,148.5650565624237
FB_SP_022,,1,False,True,109.90089964866638
FB_SP_023,,2,False,True,149.4175410270691
FB_SP_024,,1,False,True,149.52203607559204
FB_SP_025,,1,False,True,150.55902743339539
FB_SP_026,,2,False,True,130.35450792312622
FB_SP_027,,3,False,True,129.8342559337616
FB_SP_028,,5,False,True,149.65608882904053
FB_SP_029,,2,False,True,130.03984308242798
FB_SP_030,,1,False,True,148.98753333091736
FB_SP_031,,2,False,True,129.12834358215332
FB_SP_032,,3,False,True,129.5312306880951
FB_SP_033,,1,False,True,149.28506422042847
FB_SP_034,,2,False,True,110.44643115997314
FB_SP_035,,1,False,True,130.16041469573975
FB_SP_036,,1,False,True,129.95100235939026
FB_SP_037,,3,False,True,149.91669249534607
FB_SP_038,,2,False,True,130.5019257068634
FB_SP_039,,1,False,True,149.7708089351654
FB_SP_040,,1,False,True,129.83388590812683
FB_SP_041,,2,False,True,169.69785165786743
FB_SP_042,,1,False,True,129.9654414653778
FB_SP_043,,3,False,True,168.5940067768097
FB_SP_044,,2,False,True,129.96058464050293
FB_SP_045,,4,False,True,149.01914763450623
FB_SP_046,,1,False,True,110.87713074684143
FB_SP_047,,1,False,True,168.1081726551056
FB_SP_048,,2,False,True,129.66225695610046
FB_SP_049,,1,False,True,129.9598388671875
