id,pred,gt,correct,invalid,elapsed
FB_SP_000,,4,False,True,130.46177768707275
FB_SP_001,,1,False,True,130.2250828742981
FB_SP_002,,2,False,True,149.4170527458191
FB_SP_003,,1,False,True,129.79094123840332
FB_SP_004,,1,False,True,130.4370036125183
FB_SP_005,,2,False,True,130.09357213974
FB_SP_006,,1,False,True,149.6747601032257
FB_SP_007,,1,False,True,129.78377199172974
FB_SP_008,,2,False,True,169.17901730537415
FB_SP_009,,2,False,True,130.88377737998962
FB_SP_010,,1,False,True,131.05691075325012
FB_SP_011,,2,False,True,130.28624367713928
FB_SP_012,,2,False,True,130.4263653755188
FB_SP_013,,2,False,True,149.19857621192932
FB_SP_014,,1,False,True,130.2676923274994
FB_SP_015,,3,False,True,129.56098866462708
FB_SP_016,,1,False,True,130.84122896194458
FB_SP_017,,1,False,True,130.33089065551758
FB_SP_018,,2,False,True,131.1541121006012
FB_SP_019,,1,False,True,130.04580926895142
FB_SP_020,,1,False,True,130.4864616394043
FB_SP_021,,1,False,True,149.23537492752075
FB_SP_022,804.0,1,False,False,109.3285722732544
FB_SP_023,,2,False,True,148.7521471977234
FB_SP_024,,1,False,True,148.89283633232117
FB_SP_025,,1,False,True,130.60788321495056
FB_SP_026,,2,False,True,149.289475440979
FB_SP_027,,3,False,True,130.06108832359314
FB_SP_028,,5,False,True,130.13345646858215
FB_SP_029,,2,False,True,149.51799130439758
FB_SP_030,,1,False,True,129.7064290046692
FB_SP_031,,2,False,True,129.61832070350647
FB_SP_032,,3,False,True,130.3103904724121
FB_SP_033,,1,False,True,149.74918627738953
FB_SP_034,,2,False,True,149.4233362674713
FB_SP_035,,1,False,True,132.23726224899292
FB_SP_036,,1,False,True,130.036438703537
FB_SP_037,,3,False,True,130.72191905975342
FB_SP_038,,2,False,True,148.95587611198425
FB_SP_039,,1,False,True,110.24289917945862
FB_SP_040,,1,False,True,168.7363419532776
FB_SP_041,,2,False,True,129.63691902160645
FB_SP_042,,1,False,True,167.83993458747864
FB_SP_043,,3,False,True,129.62021589279175
FB_SP_044,,2,False,True,149.67020416259766
FB_SP_045,,4,False,True,129.19026708602905
FB_SP_046,,1,False,True,130.34764695167542
FB_SP_047,,1,False,True,129.70070004463196
FB_SP_048,,2,False,True,129.5527970790863
FB_SP_049,,1,False,True,129.86501598358154
