id,pred,gt,correct,invalid,elapsed
FB_SP_000,1211,4,False,False,15.547189950942993
FB_SP_001,2463,1,False,False,8.486630201339722
FB_SP_002,1398,2,False,False,4.538612365722656
FB_SP_003,1190,1,False,False,7.8784661293029785
FB_SP_004,2115,1,False,False,22.620460748672485
FB_SP_005,684,2,False,False,12.20977520942688
FB_SP_006,917,1,False,False,2.684075355529785
FB_SP_007,3538,1,False,False,7.001454830169678
FB_SP_008,423,2,False,False,134.73727297782898
FB_SP_009,832,2,False,False,10.257577896118164
FB_SP_010,261,1,False,False,10.131373882293701
FB_SP_011,3582,2,False,False,7.453432321548462
FB_SP_012,350,2,False,False,5.921152353286743
FB_SP_013,3279,2,False,False,12.277580738067627
FB_SP_014,2180,1,False,False,3.572359800338745
FB_SP_015,2604,3,False,False,8.167809247970581
FB_SP_016,373,1,False,False,4.220806121826172
FB_SP_017,1,1,True,False,6.633380174636841
FB_SP_018,947,2,False,False,11.218313694000244
FB_SP_019,1606,1,False,False,3.99570894241333
FB_SP_020,1675,1,False,False,12.262752294540405
FB_SP_021,3594,1,False,False,3.6143717765808105
FB_SP_022,804,1,False,False,13.34175181388855
FB_SP_023,2836,2,False,False,5.297903060913086
FB_SP_024,2082,1,False,False,5.46506929397583
FB_SP_025,2309,1,False,False,9.90917181968689
FB_SP_026,3993,2,False,False,11.613628387451172
FB_SP_027,3788,3,False,False,130.39863324165344
FB_SP_028,808,5,False,False,16.48420000076294
FB_SP_029,2242,2,False,False,17.368649005889893
FB_SP_030,2059,1,False,False,3.7604668140411377
FB_SP_031,1036,2,False,False,8.592363834381104
FB_SP_032,2461,3,False,False,14.056557893753052
FB_SP_033,1156,1,False,False,23.743438243865967
FB_SP_034,2026,2,False,False,4.695248365402222
FB_SP_035,3416,1,False,False,15.889096736907959
FB_SP_036,2287,1,False,False,10.274418354034424
FB_SP_037,3339,3,False,False,27.893770456314087
FB_SP_038,1,2,False,False,9.594619989395142
FB_SP_039,2937,1,False,False,6.013921499252319
FB_SP_040,2385,1,False,False,5.124202013015747
FB_SP_041,1152,2,False,False,5.421487092971802
FB_SP_042,1416,1,False,False,9.742876291275024
FB_SP_043,1810,3,False,False,6.415341138839722
FB_SP_044,1989,2,False,False,2.6518805027008057
FB_SP_045,3457,4,False,False,21.283417224884033
FB_SP_046,2368,1,False,False,13.24305272102356
FB_SP_047,2734,1,False,False,19.139193296432495
FB_SP_048,3497,2,False,False,8.990740537643433
FB_SP_049,1,1,True,False,12.260490894317627
