id,pred,gt,correct,invalid,elapsed
FB_SP_000,1492,4,False,False,19.96571660041809
FB_SP_001,2463,1,False,False,21.652687549591064
FB_SP_002,1398,2,False,False,4.423328161239624
FB_SP_003,1190,1,False,False,15.54866623878479
FB_SP_004,2115,1,False,False,4.7285027503967285
FB_SP_005,665,2,False,False,37.742525815963745
FB_SP_006,917,1,False,False,7.066600561141968
FB_SP_007,3538,1,False,False,7.112579107284546
FB_SP_008,36,2,False,False,12.177030086517334
FB_SP_009,832,2,False,False,12.38235092163086
FB_SP_010,164,1,False,False,13.395479917526245
FB_SP_011,3582,2,False,False,6.274554491043091
FB_SP_012,350,2,False,False,8.625509262084961
FB_SP_013,3279,2,False,False,2.9214835166931152
FB_SP_014,2180,1,False,False,11.42932915687561
FB_SP_015,2604,3,False,False,29.391342639923096
FB_SP_016,373,1,False,False,7.578991651535034
FB_SP_017,3346,1,False,False,3.942667007446289
FB_SP_018,947,2,False,False,20.986161708831787
FB_SP_019,1066,1,False,False,21.9884672164917
FB_SP_020,1675,1,False,False,20.309810161590576
FB_SP_021,3594,1,False,False,7.938440561294556
FB_SP_022,804,1,False,False,4.91817045211792
FB_SP_023,2836,2,False,False,15.746805429458618
FB_SP_024,29,1,False,False,0.9547488689422607
FB_SP_025,2309,1,False,False,35.43539476394653
FB_SP_026,3993,2,False,False,8.276177644729614
FB_SP_027,3788,3,False,False,6.206797361373901
FB_SP_028,1,5,False,False,13.529386281967163
FB_SP_029,2242,2,False,False,9.631731986999512
FB_SP_030,2059,1,False,False,3.535095453262329
FB_SP_031,1036,2,False,False,21.002484560012817
FB_SP_032,2461,3,False,False,15.142267942428589
FB_SP_033,1156,1,False,False,5.247903823852539
FB_SP_034,2026,2,False,False,6.568120718002319
FB_SP_035,3425,1,False,False,7.639904260635376
FB_SP_036,2287,1,False,False,20.485174655914307
FB_SP_037,3339,3,False,False,11.993524074554443
FB_SP_038,3706,2,False,False,4.302995204925537
FB_SP_039,2937,1,False,False,7.107532978057861
FB_SP_040,2385,1,False,False,6.8361570835113525
FB_SP_041,1152,2,False,False,3.4209296703338623
FB_SP_042,1416,1,False,False,11.230955839157104
FB_SP_043,1810,3,False,False,8.0978684425354
FB_SP_044,1989,2,False,False,15.464980363845825
FB_SP_045,3457,4,False,False,11.97579050064087
FB_SP_046,2368,1,False,False,36.4467716217041
FB_SP_047,2734,1,False,False,8.876015424728394
FB_SP_048,3497,2,False,False,24.4052791595459
FB_SP_049,3760,1,False,False,2.884373426437378
