id,pred,gt,correct,invalid,elapsed
FB_CONN_000,False,False,True,False,20.05190110206604
FB_CONN_001,False,False,True,False,15.695359230041504
FB_CONN_002,True,True,True,False,31.23532247543335
FB_CONN_003,False,True,False,False,10.660455226898193
FB_CONN_004,False,False,True,False,6.170443296432495
FB_CONN_005,False,False,True,False,1.7153732776641846
FB_CONN_006,False,False,True,False,4.6764044761657715
FB_CONN_007,False,True,False,False,11.432729482650757
FB_CONN_008,False,False,True,False,39.63469219207764
FB_CONN_009,False,False,True,False,3.526994228363037
FB_CONN_010,False,True,False,False,2.0759849548339844
FB_CONN_011,False,False,True,False,10.344773054122925
FB_CONN_012,False,False,True,False,25.651410818099976
FB_CONN_013,False,True,False,False,7.181938409805298
FB_CONN_014,False,False,True,False,15.571226596832275
FB_CONN_015,False,False,True,False,30.24902892112732
FB_CONN_016,False,False,True,False,16.005680561065674
FB_CONN_017,False,False,True,False,31.711845874786377
FB_CONN_018,False,False,True,False,3.022648572921753
FB_CONN_019,False,False,True,False,6.728112697601318
FB_CONN_020,True,True,True,False,23.203811168670654
FB_CONN_021,True,False,False,False,34.03272032737732
FB_CONN_022,False,False,True,False,6.6558332443237305
FB_CONN_023,False,False,True,False,4.74956488609314
FB_CONN_024,False,True,False,False,10.217503786087036
FB_CONN_025,,False,False,True,1.0786936283111572
FB_CONN_026,False,False,True,False,16.240363597869873
FB_CONN_027,False,False,True,False,19.949176788330078
FB_CONN_028,False,False,True,False,6.940514087677002
FB_CONN_029,False,False,True,False,5.7769856452941895
FB_CONN_030,False,False,True,False,4.915731906890869
FB_CONN_031,False,False,True,False,3.342801094055176
FB_CONN_032,False,False,True,False,4.504144668579102
FB_CONN_033,False,False,True,False,17.00594449043274
FB_CONN_034,False,False,True,False,9.395369052886963
FB_CONN_035,False,True,False,False,39.99881649017334
FB_CONN_036,False,False,True,False,19.11773705482483
FB_CONN_037,False,False,True,False,37.093926668167114
FB_CONN_038,False,False,True,False,5.04998779296875
FB_CONN_039,False,False,True,False,23.201725006103516
FB_CONN_040,False,True,False,False,20.886864185333252
FB_CONN_041,False,False,True,False,10.813992738723755
FB_CONN_042,False,False,True,False,9.209391355514526
FB_CONN_043,True,True,True,False,11.662256956100464
FB_CONN_044,False,False,True,False,19.772382020950317
FB_CONN_045,False,False,True,False,4.203890800476074
FB_CONN_046,False,False,True,False,18.44788098335266
FB_CONN_047,False,False,True,False,3.3392438888549805
FB_CONN_048,False,True,False,False,24.571190118789673
FB_CONN_049,False,False,True,False,10.156892538070679
