id,pred,gt,correct,invalid,elapsed
FB_SP_000,1492,4,False,False,10.086672306060791
FB_SP_001,2463,1,False,False,5.354961395263672
FB_SP_002,1398,2,False,False,10.924130916595459
FB_SP_003,1190,1,False,False,8.200431108474731
FB_SP_004,2115,1,False,False,14.788541316986084
FB_SP_005,684,2,False,False,8.642729997634888
FB_SP_006,917,1,False,False,8.269685745239258
FB_SP_007,3538,1,False,False,8.81425404548645
FB_SP_008,23,2,False,False,8.05508828163147
FB_SP_009,832,2,False,False,44.42700457572937
FB_SP_010,261,1,False,False,7.518042802810669
FB_SP_011,3582,2,False,False,9.102465629577637
FB_SP_012,350,2,False,False,7.716028451919556
FB_SP_013,3279,2,False,False,9.313496828079224
FB_SP_014,2180,1,False,False,7.326743841171265
FB_SP_015,2604,3,False,False,10.882206678390503
FB_SP_016,373,1,False,False,7.423485279083252
FB_SP_017,3346,1,False,False,7.235964298248291
FB_SP_018,947,2,False,False,5.9132468700408936
FB_SP_019,2,1,False,False,3.095799446105957
FB_SP_020,1675,1,False,False,5.518336534500122
FB_SP_021,1,1,True,False,3.0885653495788574
FB_SP_022,804,1,False,False,8.817224264144897
FB_SP_023,2836,2,False,False,5.912286996841431
FB_SP_024,2082,1,False,False,8.020113706588745
FB_SP_025,2309,1,False,False,9.621500015258789
FB_SP_026,3993,2,False,False,10.979312658309937
FB_SP_027,3788,3,False,False,7.438174724578857
FB_SP_028,808,5,False,False,11.907743453979492
FB_SP_029,2242,2,False,False,7.148827791213989
FB_SP_030,2059,1,False,False,8.792082071304321
FB_SP_031,1036,2,False,False,8.361022233963013
FB_SP_032,2461,3,False,False,8.419285297393799
FB_SP_033,1156,1,False,False,9.181288003921509
FB_SP_034,2026,2,False,False,8.869521617889404
FB_SP_035,3425,1,False,False,8.28805923461914
FB_SP_036,2287,1,False,False,6.244470596313477
FB_SP_037,3339,3,False,False,129.26517462730408
FB_SP_038,3706,2,False,False,19.55114459991455
FB_SP_039,2937,1,False,False,6.737575054168701
FB_SP_040,2385,1,False,False,9.71304440498352
FB_SP_041,1152,2,False,False,8.031267166137695
FB_SP_042,1416,1,False,False,9.351656436920166
FB_SP_043,1810,3,False,False,8.796418905258179
FB_SP_044,1989,2,False,False,6.785566329956055
FB_SP_045,345,4,False,False,23.552459001541138
FB_SP_046,2368,1,False,False,7.5645105838775635
FB_SP_047,2734,1,False,False,6.792038679122925
FB_SP_048,3497,2,False,False,6.376923322677612
FB_SP_049,3760,1,False,False,5.643342971801758
